,GUID,ID,Verb,Conjugated,English,Greek Sentence,English Sentence,Tense,Person,Number
923,su1kaouDNX,23,χρησιμοποιώ,θα χρησιμοποιούν,They will be using,Θα χρησιμοποιούν το αυτοκίνητο.,They will be using the car.,Future Continuous,3rd,Plural
924,tM9uQqv50L,24,χρησιμοποιώ,θα χρησιμοποιήσω,I will use,Θα χρησιμοποιήσω το αυτοκίνητο.,I will use the car.,Future Simple,1st,Singular
925,ZDBxXxd1CQ,25,χρησιμοποιώ,θα χρησιμοποιήσεις,You will use,Θα χρησιμοποιήσεις το αυτοκίνητο.,You will use the car.,Future Simple,2nd,Singular
926,h2B6BLg6qR,26,χρησιμοποιώ,θα χρησιμοποιήσει,He/She/It will use,Θα χρησιμοποιήσει το αυτοκίνητο.,He/She/It will use the car.,Future Simple,3rd,Singular
927,RPN01cSHQj,27,χρησιμοποιώ,θα χρησιμοποιήσουμε,We will use,Θα χρησιμοποιήσουμε το αυτοκίνητο.,We will use the car.,Future Simple,1st,Plural
928,OxVbqao5Eb,28,χρησιμοποιώ,θα χρησιμοποιήσετε,You will use,Θα χρησιμοποιήσετε το αυτοκίνητο.,You will use the car.,Future Simple,2nd,Plural
929,nkPqj37fOw,29,χρησιμοποιώ,θα χρησιμοποιήσουν,They will use,Θα χρησιμοποιήσουν το αυτοκίνητο.,They will use the car.,Future Simple,3rd,Plural
930,Ou1vWDzVPr,0,μιλάω,μίλησα,I spoke,Μίλησα με τον φίλο μου.,I spoke with my friend.,Past Simple,1st,Singular
931,5QNYxKtsUN,1,μιλάω,μίλησες,You spoke,Μίλησες στην συνέντευξη;,Did you speak at the interview?,Past Simple,2nd,Singular
932,r8vALdJjPI,2,μιλάω,μίλησε,He/She/It spoke,Ο δάσκαλος μίλησε για την ιστορία.,The teacher spoke about history.,Past Simple,3rd,Singular
933,r5miZh2Zup,3,μιλάω,μιλήσαμε,We spoke,Μιλήσαμε για ώρες.,We spoke for hours.,Past Simple,1st,Plural
934,Bnz0ju6iD5,4,μιλάω,μιλήσατε,You spoke,Μιλήσατε με τον διευθυντή;,Did you speak with the director?,Past Simple,2nd,Plural
935,o5Ry2apaXG,5,μιλάω,μίλησαν,They spoke,Μίλησαν αγγλικά.,They spoke English.,Past Simple,3rd,Plural
936,R4BZE5DhLy,6,μιλάω,μίλαγα,I was speaking,Μίλαγα στο τηλέφωνο.,I was speaking on the phone.,Past Continuous,1st,Singular
937,3Jk625P9Fi,7,μιλάω,μίλαγες,You were speaking,Μίλαγες πολύ γρήγορα.,You were speaking too quickly.,Past Continuous,2nd,Singular
938,jNyG4KZVKB,8,μιλάω,μίλαγε,He/She/It was speaking,Μίλαγε δυνατά.,He/She/It was speaking loudly.,Past Continuous,3rd,Singular
939,GQ5cShEAE2,9,μιλάω,μιλάγαμε,We were speaking,Μιλάγαμε για την δουλειά.,We were speaking about work.,Past Continuous,1st,Plural
940,3sGNyl9Tn7,10,μιλάω,μιλάγατε,You were speaking,Μιλάγατε αργά.,You were speaking slowly.,Past Continuous,2nd,Plural
941,y6glHxxb4F,11,μιλάω,μίλαγαν,They were speaking,Μίλαγαν  ταυτόχρονα.,They were speaking simultaneously.,Past Continuous,3rd,Plural
942,Qm37tKjbSj,12,μιλάω,μιλάω,I speak,Μιλάω ελληνικά.,I speak Greek.,Present,1st,Singular
943,OXWmYBKb58,13,μιλάω,μιλάς,You speak,Μιλάς αγγλικά;,Do you speak English?,Present,2nd,Singular
944,QVXTpWgO98,14,μιλάω,μιλάει,He/She/It speaks,Μιλάει γαλλικά.,He/She/It speaks French.,Present,3rd,Singular
945,BAAcEWcBrb,15,μιλάω,μιλάμε,We speak,Μιλάμε ισπανικά.,We speak Spanish.,Present,1st,Plural
946,qvFxPEKZLe,16,μιλάω,μιλάτε,You speak,Μιλάτε γερμανικά;,Do you speak German?,Present,2nd,Plural
947,yGynj1YKwc,17,μιλάω,μιλούν,They speak,Μιλούν ιταλικά.,They speak Italian.,Present,3rd,Plural
948,UkUnQp3xhI,18,μιλάω,θα μιλάω,I will be speaking,Θα μιλάω αύριο.,I will be speaking tomorrow.,Future Continuous,1st,Singular
949,hWkcVkdsBx,19,μιλάω,θα μιλάς,You will be speaking,Θα μιλάς αργότερα;,Will you be speaking later?,Future Continuous,2nd,Singular
950,n0gUaotA7J,20,μιλάω,θα μιλάει,He/She/It will be speaking,Θα μιλάει σύντομα.,He/She/It will be speaking soon.,Future Continuous,3rd,Singular
951,0ZNehnb2Mz,21,μιλάω,θα μιλάμε,We will be speaking,Θα μιλάμε  σύντομα.,We will be speaking soon.,Future Continuous,1st,Plural
952,j8fp7wHf3i,22,μιλάω,θα μιλάτε,You will be speaking,Θα μιλάτε αύριο;,Will you be speaking tomorrow?,Future Continuous,2nd,Plural
953,4KIdjAwA1X,23,μιλάω,θα μιλούν,They will be speaking,Θα μιλούν  σύντομα.,They will be speaking soon.,Future Continuous,3rd,Plural
954,kUIsTVoBwM,24,μιλάω,θα μιλήσω,I will speak,Θα μιλήσω αύριο.,I will speak tomorrow.,Future Simple,1st,Singular
955,AOAjjSh2pG,25,μιλάω,θα μιλήσεις,You will speak,Θα μιλήσεις αύριο;,Will you speak tomorrow?,Future Simple,2nd,Singular
956,uMyWH62CTy,26,μιλάω,θα μιλήσει,He/She/It will speak,Θα μιλήσει αύριο.,He/She/It will speak tomorrow.,Future Simple,3rd,Singular
957,SIYXiLRr3x,27,μιλάω,θα μιλήσουμε,We will speak,Θα μιλήσουμε αύριο.,We will speak tomorrow.,Future Simple,1st,Plural
958,rrK63gR5Go,28,μιλάω,θα μιλήσετε,You will speak,Θα μιλήσετε αύριο;,Will you speak tomorrow?,Future Simple,2nd,Plural
959,VCUHyxJ7Ev,29,μιλάω,θα μιλήσουν,They will speak,Θα μιλήσουν αύριο.,They will speak tomorrow.,Future Simple,3rd,Plural
960,2RkIef4YsE,0,ρωτάω,ρώτησα,I asked,Ρώτησα τον φίλο μου.,I asked my friend.,Past Simple,1st,Singular
961,eOTGDqto8I,1,ρωτάω,ρώτησες,You asked,Ρώτησες τον καθηγητή σου;,Did you ask your teacher?,Past Simple,2nd,Singular
962,Tw7JgJ6orA,2,ρωτάω,ρώτησε,He/She/It asked,Ο δάσκαλος ρώτησε τους μαθητές.,The teacher asked the students.,Past Simple,3rd,Singular
963,2iKM3e38wq,3,ρωτάω,ρωτήσαμε,We asked,Ρωτήσαμε για βοήθεια.,We asked for help.,Past Simple,1st,Plural
964,hUjaEA5YGd,4,ρωτάω,ρωτήσατε,You asked,Ρωτήσατε τον γιατρό;,Did you ask the doctor?,Past Simple,2nd,Plural
965,xtkjF5yrPU,5,ρωτάω,ρώτησαν,They asked,Ρώτησαν πολλές ερωτήσεις.,They asked many questions.,Past Simple,3rd,Plural
966,N9xCmkbaNt,6,ρωτάω,ρώταγα,I was asking,Ρώταγα τον φίλο μου.,I was asking my friend.,Past Continuous,1st,Singular
967,vmschVDULU,7,ρωτάω,ρώταγες,You were asking,Ρώταγες τον καθηγητή σου;,Were you asking your teacher?,Past Continuous,2nd,Singular
968,58qzA54M0r,8,ρωτάω,ρώταγε,He/She/It was asking,Ο δάσκαλος ρώταγε τους μαθητές.,The teacher was asking the students.,Past Continuous,3rd,Singular
969,x5WhpGyeHO,9,ρωτάω,ρωτάγαμε,We were asking,Ρωτάγαμε για βοήθεια.,We were asking for help.,Past Continuous,1st,Plural
970,uKJTk0dJrB,10,ρωτάω,ρωτάγατε,You were asking,Ρωτάγατε τον γιατρό;,Were you asking the doctor?,Past Continuous,2nd,Plural
971,oqX0Nmi6D1,11,ρωτάω,ρώταγαν,They were asking,Ρώταγαν πολλές ερωτήσεις.,They were asking many questions.,Past Continuous,3rd,Plural
972,Pb07eB9WQ8,12,ρωτάω,ρωτάω,I ask,Ρωτάω τον φίλο μου.,I ask my friend.,Present,1st,Singular
973,5G7vgVWAoe,13,ρωτάω,ρωτάς,You ask,Ρωτάς τον καθηγητή σου;,Do you ask your teacher?,Present,2nd,Singular
974,mmimduPWZW,14,ρωτάω,ρωτάει,He/She/It asks,Ο δάσκαλος ρωτάει τους μαθητές.,The teacher asks the students.,Present,3rd,Singular
975,EeZCyyDmEa,15,ρωτάω,ρωτάμε,We ask,Ρωτάμε για βοήθεια.,We ask for help.,Present,1st,Plural
976,3WRI21vMDR,16,ρωτάω,ρωτάτε,You ask,Ρωτάτε τον γιατρό;,Do you ask the doctor?,Present,2nd,Plural
977,KprakVH3VZ,17,ρωτάω,ρωτάνε,They ask,Ρωτάνε πολλές ερωτήσεις.,They ask many questions.,Present,3rd,Plural
978,hmhvAkd68V,18,ρωτάω,θα ρωτάω,I will be asking,Θα ρωτάω τον φίλο μου.,I will be asking my friend.,Future Continuous,1st,Singular
979,5CXuTKm3S5,19,ρωτάω,θα ρωτάς,You will be asking,Θα ρωτάς τον καθηγητή σου;,Will you be asking your teacher?,Future Continuous,2nd,Singular
980,Qnb9dx74lk,20,ρωτάω,θα ρωτάει,He/She/It will be asking,Ο δάσκαλος θα ρωτάει τους μαθητές.,The teacher will be asking the students.,Future Continuous,3rd,Singular
981,mfygICW2Vz,21,ρωτάω,θα ρωτάμε,We will be asking,Θα ρωτάμε για βοήθεια.,We will be asking for help.,Future Continuous,1st,Plural
982,g5UM6J9sU1,22,ρωτάω,θα ρωτάτε,You will be asking,Θα ρωτάτε τον γιατρό;,Will you be asking the doctor?,Future Continuous,2nd,Plural
983,w3f2X1jvFn,23,ρωτάω,θα ρωτάνε,They will be asking,Θα ρωτάνε πολλές ερωτήσεις.,They will be asking many questions.,Future Continuous,3rd,Plural
984,I3nCUUU1S6,24,ρωτάω,θα ρωτήσω,I will ask,Θα ρωτήσω τον φίλο μου.,I will ask my friend.,Future Simple,1st,Singular
985,kYJJ5nYGfF,25,ρωτάω,θα ρωτήσεις,You will ask,Θα ρωτήσεις τον καθηγητή σου;,Will you ask your teacher?,Future Simple,2nd,Singular
986,j67efQMh9H,26,ρωτάω,θα ρωτήσει,He/She/It will ask,Ο δάσκαλος θα ρωτήσει τους μαθητές.,The teacher will ask the students.,Future Simple,3rd,Singular
987,UuqHx4J8YZ,27,ρωτάω,θα ρωτήσουμε,We will ask,Θα ρωτήσουμε για βοήθεια.,We will ask for help.,Future Simple,1st,Plural
988,vgrhVM5ERR,28,ρωτάω,θα ρωτήσετε,You will ask,Θα ρωτήσετε τον γιατρό;,Will you ask the doctor?,Future Simple,2nd,Plural
989,teZgbjtDPx,29,ρωτάω,θα ρωτήσουν,They will ask,Θα ρωτήσουν πολλές ερωτήσεις.,They will ask many questions.,Future Simple,3rd,Plural
990,OIoZGX0QxH,0,ψήνω,ήψα,I baked,Ήψα ένα κέικ.,I baked a cake.,Past Simple,1st,Singular
991,oNbQbFArKe,1,ψήνω,ψήσες,You baked,Ψήσες μπισκότα;,You baked cookies?,Past Simple,2nd,Singular
992,6KzqLIjvqO,2,ψήνω,ψησε,He/She/It baked,Ψησε ψωμί.,He/She/It baked bread.,Past Simple,3rd,Singular
993,fVc32hJHQz,3,ψήνω,ψήσαμε,We baked,Ψήσαμε πίτσα.,We baked pizza.,Past Simple,1st,Plural
994,37lnvEokYW,4,ψήνω,ψήσατε,You baked,Ψήσατε κέικ;,You baked cakes?,Past Simple,2nd,Plural
995,lHLiFmTsYF,5,ψήνω,ψήσανε,They baked,Ψήσανε κουλουράκια.,They baked cookies.,Past Simple,3rd,Plural
996,Me6qL1XJnN,6,ψήνω,έψηνα,I was baking,Έψηνα κέικ.,I was baking a cake.,Past Continuous,1st,Singular
997,ZCwzRN4Zsg,7,ψήνω,έψηνες,You were baking,Έψηνες μπισκότα;,You were baking cookies?,Past Continuous,2nd,Singular
998,btMiYRXAKr,8,ψήνω,έψηνε,He/She/It was baking,Έψηνε ψωμί.,He/She/It was baking bread.,Past Continuous,3rd,Singular
999,dmtzGuB3CA,9,ψήνω,ψήναμε,We were baking,Ψήναμε πίτσα.,We were baking pizza.,Past Continuous,1st,Plural
1000,dgezFwA3uy,10,ψήνω,ψήνατε,You were baking,Ψήνατε κέικ;,You were baking cakes?,Past Continuous,2nd,Plural
1001,WpafzeuLOD,11,ψήνω,έψηναν,They were baking,Έψηναν κουλουράκια.,They were baking cookies.,Past Continuous,3rd,Plural
1002,yDBvusb46d,12,ψήνω,ψήνω,I bake,Ψήνω ψωμί.,I bake bread.,Present,1st,Singular
1003,jv9K2Wl3pn,13,ψήνω,ψήνεις,You bake,Ψήνεις μπισκότα;,You bake cookies?,Present,2nd,Singular
1004,L1ifyJbyZ3,14,ψήνω,ψήνει,He/She/It bakes,Ψήνει κέικ.,He/She/It bakes a cake.,Present,3rd,Singular
1005,yMAZ4604RW,15,ψήνω,ψήνουμε,We bake,Ψήνουμε πίτσα.,We bake pizza.,Present,1st,Plural
1006,Bt3UClNZxq,16,ψήνω,ψήνετε,You bake,Ψήνετε κουλουράκια;,You bake cookies?,Present,2nd,Plural
1007,2txCBsvjpW,17,ψήνω,ψήνουν,They bake,Ψήνουν ψωμί.,They bake bread.,Present,3rd,Plural
1008,ZvmyegjQKV,18,ψήνω,θα ψήνω,I will be baking,Θα ψήνω κέικ.,I will be baking a cake.,Future Continuous,1st,Singular
1009,LI6rri1KAf,19,ψήνω,θα ψήνεις,You will be baking,Θα ψήνεις μπισκότα;,You will be baking cookies?,Future Continuous,2nd,Singular
1010,POM74VDQzM,20,ψήνω,θα ψήνει,He/She/It will be baking,Θα ψήνει ψωμί.,He/She/It will be baking bread.,Future Continuous,3rd,Singular
1011,8XT6KSsd4K,21,ψήνω,θα ψήνουμε,We will be baking,Θα ψήνουμε πίτσα.,We will be baking pizza.,Future Continuous,1st,Plural
1012,GMecXbUCFQ,22,ψήνω,θα ψήνετε,You will be baking,Θα ψήνετε κουλουράκια;,You will be baking cookies?,Future Continuous,2nd,Plural
1013,yeDhhM2z4O,23,ψήνω,θα ψήνουν,They will be baking,Θα ψήνουν κέικ.,They will be baking cakes.,Future Continuous,3rd,Plural
1014,WZ36w1ViU4,24,ψήνω,θα ψήσω,I will bake,Θα ψήσω ένα κέικ.,I will bake a cake.,Future Simple,1st,Singular
1015,0g3VCxTr2V,25,ψήνω,θα ψήσεις,You will bake,Θα ψήσεις μπισκότα;,You will bake cookies?,Future Simple,2nd,Singular
1016,KW40BCdYZp,26,ψήνω,θα ψήσει,He/She/It will bake,Θα ψήσει ψωμί.,He/She/It will bake bread.,Future Simple,3rd,Singular
1017,fG5nPLSTBM,27,ψήνω,θα ψήσουμε,We will bake,Θα ψήσουμε πίτσα.,We will bake pizza.,Future Simple,1st,Plural
1018,bEysP3AFBv,28,ψήνω,θα ψήσετε,You will bake,Θα ψήσετε κουλουράκια;,You will bake cookies?,Future Simple,2nd,Plural
1019,cE2KpDqq2u,29,ψήνω,θα ψήσουν,They will bake,Θα ψήσουν κέικ.,They will bake cakes.,Future Simple,3rd,Plural
